[2026-04-03 13:02:36] === AlphaZero Loop Start (iteration=169, games=300, sims=64+0/iter, max=64, min_chain=0) ===
[2026-04-03 13:02:36] --- Iteration 169 (sims=64, global_step=168000) ---
[2026-04-03 13:02:36] Self-play start (m=16, c_visit=50.0)
   Compiling az-framework v0.1.0 (/workspaces/puyopuyo-ai/crates/az-framework)
   Compiling puyo-player v0.1.0 (/workspaces/puyopuyo-ai/crates/puyo/puyo-player)
   Compiling puyo-trainer v0.1.0 (/workspaces/puyopuyo-ai/crates/puyo/puyo-trainer)
    Finished `release` profile [optimized] target(s) in 54.14s
     Running `target/release/self-play --games 300 --simulations 64 --c-puct-init 1.5 --m 16 --c-visit 50.0 --gamma 0.95 --min-chain 0 --output data/alphazero_iter_169.bin`
games=300, simulations=64, c_puct_init=1.5, c_puct_base=19652, m=16, c_visit=50, gamma=0.95
Backend: CudaJit (GPU) — Gumbel MCTS self-play (batched)
Loaded existing model from artifacts/puyo_model
Using 128 game threads, max_batch_size=128
[  57/300] samples:   2788 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 6100/7910 | 2.32 games/s | ETA: 105s
[  58/300] samples:   2838 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 6520/7886 | 2.35 games/s | ETA: 103s
[  59/300] samples:   2888 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7040/7872 | 2.39 games/s | ETA: 101s
[  60/300] samples:   2938 | chain(game/max/avg): 3/5/3.5 | reward(game/avg): 5980/7840 | 2.43 games/s | ETA: 99s
[  61/300] samples:   2988 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 7240/7830 | 2.47 games/s | ETA: 97s
[  62/300] samples:   3038 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8360/7839 | 2.51 games/s | ETA: 95s
[  63/300] samples:   3088 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 7900/7840 | 2.55 games/s | ETA: 93s
[  64/300] samples:   3138 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 7580/7836 | 2.59 games/s | ETA: 91s
[  65/300] samples:   3188 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 6920/7822 | 2.63 games/s | ETA: 89s
[  66/300] samples:   3238 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9320/7845 | 2.67 games/s | ETA: 88s
[  67/300] samples:   3288 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 8520/7855 | 2.71 games/s | ETA: 86s
[  68/300] samples:   3338 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9020/7872 | 2.75 games/s | ETA: 84s
[  69/300] samples:   3388 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9490/7895 | 2.78 games/s | ETA: 83s
[  70/300] samples:   3438 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9040/7912 | 2.82 games/s | ETA: 81s
[  71/300] samples:   3488 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9040/7927 | 2.86 games/s | ETA: 80s
[  72/300] samples:   3538 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7530/7922 | 2.90 games/s | ETA: 79s
[  73/300] samples:   3588 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 6660/7905 | 2.94 games/s | ETA: 77s
[  74/300] samples:   3638 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8500/7913 | 2.97 games/s | ETA: 76s
[  75/300] samples:   3688 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 7330/7905 | 3.01 games/s | ETA: 75s
[  76/300] samples:   3738 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 6880/7891 | 3.05 games/s | ETA: 74s
[  77/300] samples:   3788 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9600/7914 | 3.08 games/s | ETA: 72s
[  78/300] samples:   3838 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 7720/7911 | 3.12 games/s | ETA: 71s
[  79/300] samples:   3888 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7960/7912 | 3.15 games/s | ETA: 70s
[  80/300] samples:   3938 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8420/7918 | 3.19 games/s | ETA: 69s
[  81/300] samples:   3988 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 10540/7950 | 3.23 games/s | ETA: 68s
[  82/300] samples:   4038 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7120/7940 | 3.27 games/s | ETA: 67s
[  83/300] samples:   4088 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7600/7936 | 3.31 games/s | ETA: 66s
[  84/300] samples:   4138 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 10360/7965 | 3.35 games/s | ETA: 65s
[  85/300] samples:   4188 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8660/7973 | 3.39 games/s | ETA: 63s
[  86/300] samples:   4238 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7610/7969 | 3.43 games/s | ETA: 62s
[  87/300] samples:   4288 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 6310/7950 | 3.47 games/s | ETA: 61s
[  88/300] samples:   4338 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8890/7961 | 3.50 games/s | ETA: 60s
[  89/300] samples:   4388 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9200/7975 | 3.54 games/s | ETA: 60s
[  90/300] samples:   4438 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7480/7969 | 3.58 games/s | ETA: 59s
[  91/300] samples:   4488 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 6930/7958 | 3.62 games/s | ETA: 58s
[  92/300] samples:   4538 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8840/7967 | 3.66 games/s | ETA: 57s
[  93/300] samples:   4588 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 6760/7954 | 3.70 games/s | ETA: 56s
[  94/300] samples:   4638 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 7830/7953 | 3.73 games/s | ETA: 55s
[  95/300] samples:   4688 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 6060/7933 | 3.77 games/s | ETA: 54s
[  96/300] samples:   4738 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 10240/7957 | 3.81 games/s | ETA: 54s
[  97/300] samples:   4788 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 8000/7958 | 3.85 games/s | ETA: 53s
[  98/300] samples:   4838 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 8660/7965 | 3.88 games/s | ETA: 52s
[  99/300] samples:   4888 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8040/7965 | 3.92 games/s | ETA: 51s
[ 100/300] samples:   4938 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7960/7965 | 3.96 games/s | ETA: 50s
[ 101/300] samples:   4988 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7240/7958 | 4.00 games/s | ETA: 50s
[ 102/300] samples:   5020 | chain(game/max/avg): 3/5/3.5 | reward(game/avg): 2830/7908 | 2.94 games/s | ETA: 67s
[ 103/300] samples:   5052 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 4720/7877 | 2.95 games/s | ETA: 67s
[ 104/300] samples:   5102 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 7640/7875 | 2.80 games/s | ETA: 70s
[ 105/300] samples:   5152 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9420/7889 | 2.72 games/s | ETA: 72s
[ 106/300] samples:   5202 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9540/7905 | 2.63 games/s | ETA: 74s
[ 107/300] samples:   5248 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 4580/7874 | 2.64 games/s | ETA: 73s
[ 108/300] samples:   5298 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8270/7878 | 2.66 games/s | ETA: 72s
[ 109/300] samples:   5348 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9120/7889 | 2.67 games/s | ETA: 71s
[ 110/300] samples:   5398 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7740/7888 | 2.68 games/s | ETA: 71s
[ 111/300] samples:   5448 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 8770/7896 | 2.69 games/s | ETA: 70s
[ 112/300] samples:   5498 | chain(game/max/avg): 5/5/3.6 | reward(game/avg): 11740/7930 | 2.72 games/s | ETA: 69s
[ 113/300] samples:   5548 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8280/7933 | 2.73 games/s | ETA: 69s
[ 114/300] samples:   5598 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 5680/7913 | 2.75 games/s | ETA: 68s
[ 115/300] samples:   5648 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8200/7916 | 2.76 games/s | ETA: 67s
[ 116/300] samples:   5698 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8660/7922 | 2.79 games/s | ETA: 66s
[ 117/300] samples:   5748 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 6220/7908 | 2.81 games/s | ETA: 65s
[ 118/300] samples:   5798 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 5600/7888 | 2.83 games/s | ETA: 64s
[ 119/300] samples:   5848 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 6160/7874 | 2.85 games/s | ETA: 63s
[ 120/300] samples:   5898 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 5840/7857 | 2.87 games/s | ETA: 63s
[ 121/300] samples:   5948 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 6760/7848 | 2.90 games/s | ETA: 62s
[ 122/300] samples:   5998 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 8360/7852 | 2.92 games/s | ETA: 61s
[ 123/300] samples:   6048 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 5890/7836 | 2.94 games/s | ETA: 60s
[ 124/300] samples:   6098 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 10500/7857 | 2.96 games/s | ETA: 59s
[ 125/300] samples:   6148 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9250/7868 | 2.99 games/s | ETA: 59s
[ 126/300] samples:   6198 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9900/7885 | 3.01 games/s | ETA: 58s
[ 127/300] samples:   6248 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8900/7893 | 3.03 games/s | ETA: 57s
[ 128/300] samples:   6298 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 8280/7896 | 3.05 games/s | ETA: 56s
[ 129/300] samples:   6348 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 10800/7918 | 3.08 games/s | ETA: 56s
[ 130/300] samples:   6398 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 5980/7903 | 3.10 games/s | ETA: 55s
[ 131/300] samples:   6448 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9600/7916 | 3.12 games/s | ETA: 54s
[ 132/300] samples:   6498 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 12860/7954 | 3.14 games/s | ETA: 53s
[ 133/300] samples:   6548 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 10820/7975 | 3.17 games/s | ETA: 53s
[ 134/300] samples:   6598 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 7960/7975 | 3.19 games/s | ETA: 52s
[ 135/300] samples:   6648 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 10880/7997 | 3.21 games/s | ETA: 51s
[ 136/300] samples:   6698 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 7460/7993 | 3.23 games/s | ETA: 51s
[ 137/300] samples:   6748 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 7700/7990 | 3.25 games/s | ETA: 50s
[ 138/300] samples:   6798 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 6690/7981 | 3.28 games/s | ETA: 49s
[ 139/300] samples:   6848 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9340/7991 | 3.30 games/s | ETA: 49s
[ 140/300] samples:   6898 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 8160/7992 | 3.32 games/s | ETA: 48s
[ 141/300] samples:   6948 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9450/8002 | 3.34 games/s | ETA: 48s
[ 142/300] samples:   6998 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 5800/7987 | 3.36 games/s | ETA: 47s
[ 143/300] samples:   7048 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9360/7996 | 3.38 games/s | ETA: 46s
[ 144/300] samples:   7098 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7160/7991 | 3.40 games/s | ETA: 46s
[ 145/300] samples:   7148 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7150/7985 | 3.43 games/s | ETA: 45s
[ 146/300] samples:   7198 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 8040/7985 | 3.45 games/s | ETA: 45s
[ 147/300] samples:   7248 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7820/7984 | 3.47 games/s | ETA: 44s
[ 148/300] samples:   7298 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9100/7992 | 3.50 games/s | ETA: 43s
[ 149/300] samples:   7348 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8890/7998 | 3.52 games/s | ETA: 43s
[ 150/300] samples:   7398 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 10140/8012 | 3.54 games/s | ETA: 42s
[ 151/300] samples:   7448 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 8290/8014 | 3.56 games/s | ETA: 42s
[ 152/300] samples:   7498 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9440/8023 | 3.58 games/s | ETA: 41s
[ 153/300] samples:   7548 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7180/8018 | 3.61 games/s | ETA: 41s
[ 154/300] samples:   7598 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9860/8030 | 3.62 games/s | ETA: 40s
[ 155/300] samples:   7648 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 7490/8026 | 3.65 games/s | ETA: 40s
[ 156/300] samples:   7698 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7620/8024 | 3.67 games/s | ETA: 39s
[ 157/300] samples:   7748 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9800/8035 | 3.69 games/s | ETA: 39s
[ 158/300] samples:   7798 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8940/8041 | 3.71 games/s | ETA: 38s
[ 159/300] samples:   7848 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 7100/8035 | 3.73 games/s | ETA: 38s
[ 160/300] samples:   7898 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7800/8033 | 3.76 games/s | ETA: 37s
[ 161/300] samples:   7948 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8570/8037 | 3.78 games/s | ETA: 37s
[ 162/300] samples:   7998 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 7960/8036 | 3.80 games/s | ETA: 36s
[ 163/300] samples:   8048 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8060/8036 | 3.82 games/s | ETA: 36s
[ 164/300] samples:   8098 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8040/8036 | 3.85 games/s | ETA: 35s
[ 165/300] samples:   8148 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 7140/8031 | 3.87 games/s | ETA: 35s
[ 166/300] samples:   8198 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7840/8030 | 3.89 games/s | ETA: 34s
[ 167/300] samples:   8248 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 10770/8046 | 3.91 games/s | ETA: 34s
[ 168/300] samples:   8298 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 10280/8059 | 3.93 games/s | ETA: 34s
[ 169/300] samples:   8348 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7200/8054 | 3.95 games/s | ETA: 33s
[ 170/300] samples:   8398 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 5440/8039 | 3.98 games/s | ETA: 33s
[ 171/300] samples:   8448 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 10340/8052 | 3.99 games/s | ETA: 32s
[ 172/300] samples:   8498 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 7940/8052 | 4.02 games/s | ETA: 32s
[ 173/300] samples:   8548 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 6930/8045 | 4.04 games/s | ETA: 31s
[ 174/300] samples:   8598 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 6950/8039 | 4.06 games/s | ETA: 31s
[ 175/300] samples:   8648 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 7740/8037 | 4.08 games/s | ETA: 31s
[ 176/300] samples:   8698 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7560/8034 | 4.10 games/s | ETA: 30s
[ 177/300] samples:   8748 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 8820/8039 | 4.12 games/s | ETA: 30s
[ 178/300] samples:   8798 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 9070/8045 | 4.15 games/s | ETA: 29s
[ 179/300] samples:   8848 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 6240/8035 | 4.17 games/s | ETA: 29s
[ 180/300] samples:   8898 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7140/8030 | 4.16 games/s | ETA: 29s
[ 181/300] samples:   8948 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9320/8037 | 4.18 games/s | ETA: 28s
[ 182/300] samples:   8998 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 6760/8030 | 4.20 games/s | ETA: 28s
[ 183/300] samples:   9048 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 6920/8024 | 4.22 games/s | ETA: 28s
[ 184/300] samples:   9098 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8200/8025 | 4.24 games/s | ETA: 27s
[ 185/300] samples:   9148 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 7920/8024 | 4.26 games/s | ETA: 27s
[ 186/300] samples:   9198 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9620/8033 | 4.29 games/s | ETA: 27s
[ 187/300] samples:   9248 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 8840/8037 | 4.31 games/s | ETA: 26s
[ 188/300] samples:   9298 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 9060/8042 | 4.33 games/s | ETA: 26s
[ 189/300] samples:   9348 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7100/8037 | 4.35 games/s | ETA: 26s
[ 190/300] samples:   9398 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7740/8036 | 4.38 games/s | ETA: 25s
[ 191/300] samples:   9448 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7480/8033 | 4.40 games/s | ETA: 25s
[ 192/300] samples:   9498 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7480/8030 | 4.42 games/s | ETA: 24s
[ 193/300] samples:   9548 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7800/8029 | 4.44 games/s | ETA: 24s
[ 194/300] samples:   9598 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8140/8029 | 4.46 games/s | ETA: 24s
[ 195/300] samples:   9648 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 8120/8030 | 4.48 games/s | ETA: 23s
[ 196/300] samples:   9698 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 6340/8021 | 4.50 games/s | ETA: 23s
[ 197/300] samples:   9748 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 7340/8018 | 4.52 games/s | ETA: 23s
[ 198/300] samples:   9798 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 6800/8012 | 4.53 games/s | ETA: 23s
[ 199/300] samples:   9848 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 9220/8018 | 4.55 games/s | ETA: 22s
[ 200/300] samples:   9898 | chain(game/max/avg): 3/5/3.5 | reward(game/avg): 8160/8018 | 4.57 games/s | ETA: 22s
[ 201/300] samples:   9948 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8300/8020 | 4.59 games/s | ETA: 22s
[ 202/300] samples:   9965 | chain(game/max/avg): 1/5/3.5 | reward(game/avg): 180/7981 | 4.29 games/s | ETA: 23s
[ 203/300] samples:   9990 | chain(game/max/avg): 3/5/3.5 | reward(game/avg): 2760/7955 | 3.88 games/s | ETA: 25s
[ 204/300] samples:  10040 | chain(game/max/avg): 4/5/3.5 | reward(game/avg): 10320/7967 | 3.78 games/s | ETA: 25s
[ 205/300] samples:  10090 | chain(game/max/avg): 4/5/3.5 | reward(game/avg): 8500/7970 | 3.75 games/s | ETA: 25s
[ 206/300] samples:  10127 | chain(game/max/avg): 3/5/3.5 | reward(game/avg): 5180/7956 | 3.63 games/s | ETA: 26s
[ 207/300] samples:  10177 | chain(game/max/avg): 4/5/3.5 | reward(game/avg): 8970/7961 | 3.63 games/s | ETA: 26s
[ 208/300] samples:  10227 | chain(game/max/avg): 4/5/3.5 | reward(game/avg): 7060/7957 | 3.44 games/s | ETA: 27s
[ 209/300] samples:  10277 | chain(game/max/avg): 3/5/3.5 | reward(game/avg): 7290/7953 | 3.45 games/s | ETA: 26s
[ 210/300] samples:  10327 | chain(game/max/avg): 4/5/3.5 | reward(game/avg): 7920/7953 | 3.44 games/s | ETA: 26s
[ 211/300] samples:  10377 | chain(game/max/avg): 5/5/3.5 | reward(game/avg): 12820/7976 | 3.44 games/s | ETA: 26s
[ 212/300] samples:  10427 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9140/7982 | 3.44 games/s | ETA: 26s
[ 213/300] samples:  10477 | chain(game/max/avg): 3/5/3.5 | reward(game/avg): 7020/7977 | 3.45 games/s | ETA: 25s
[ 214/300] samples:  10527 | chain(game/max/avg): 3/5/3.5 | reward(game/avg): 5060/7964 | 3.45 games/s | ETA: 25s
[ 215/300] samples:  10577 | chain(game/max/avg): 3/5/3.5 | reward(game/avg): 7580/7962 | 3.46 games/s | ETA: 25s
[ 216/300] samples:  10627 | chain(game/max/avg): 4/5/3.5 | reward(game/avg): 8220/7963 | 3.47 games/s | ETA: 24s
[ 217/300] samples:  10677 | chain(game/max/avg): 4/5/3.5 | reward(game/avg): 10700/7976 | 3.48 games/s | ETA: 24s
[ 218/300] samples:  10727 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8950/7980 | 3.49 games/s | ETA: 24s
[ 219/300] samples:  10777 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8460/7982 | 3.48 games/s | ETA: 23s
[ 220/300] samples:  10827 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8520/7985 | 3.50 games/s | ETA: 23s
[ 221/300] samples:  10877 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 7680/7983 | 3.49 games/s | ETA: 23s
[ 222/300] samples:  10927 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 6660/7977 | 3.50 games/s | ETA: 22s
[ 223/300] samples:  10977 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 5400/7966 | 3.51 games/s | ETA: 22s
[ 224/300] samples:  11027 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 9240/7972 | 3.51 games/s | ETA: 22s
[ 225/300] samples:  11077 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 11340/7987 | 3.49 games/s | ETA: 21s
[ 226/300] samples:  11127 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9620/7994 | 3.51 games/s | ETA: 21s
[ 227/300] samples:  11177 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 5260/7982 | 3.52 games/s | ETA: 21s
[ 228/300] samples:  11227 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 10320/7992 | 3.53 games/s | ETA: 20s
[ 229/300] samples:  11277 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 6940/7987 | 3.53 games/s | ETA: 20s
[ 230/300] samples:  11327 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9950/7996 | 3.55 games/s | ETA: 20s
[ 231/300] samples:  11377 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9720/8003 | 3.54 games/s | ETA: 19s
[ 232/300] samples:  11427 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7800/8002 | 3.51 games/s | ETA: 19s
[ 233/300] samples:  11477 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9600/8009 | 3.53 games/s | ETA: 19s
[ 234/300] samples:  11527 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 10560/8020 | 3.54 games/s | ETA: 19s
[ 235/300] samples:  11577 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 6340/8013 | 3.53 games/s | ETA: 18s
[ 236/300] samples:  11627 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 8000/8013 | 3.54 games/s | ETA: 18s
[ 237/300] samples:  11677 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 9420/8019 | 3.55 games/s | ETA: 18s
[ 238/300] samples:  11727 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8490/8021 | 3.56 games/s | ETA: 17s
[ 239/300] samples:  11777 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 10160/8030 | 3.58 games/s | ETA: 17s
[ 240/300] samples:  11827 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 9110/8034 | 3.59 games/s | ETA: 17s
[ 241/300] samples:  11877 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8520/8036 | 3.61 games/s | ETA: 16s
[ 242/300] samples:  11927 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7000/8032 | 3.62 games/s | ETA: 16s
[ 243/300] samples:  11977 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 9310/8037 | 3.64 games/s | ETA: 16s
[ 244/300] samples:  12027 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7700/8036 | 3.65 games/s | ETA: 15s
[ 245/300] samples:  12077 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8560/8038 | 3.67 games/s | ETA: 15s
[ 246/300] samples:  12127 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8200/8039 | 3.68 games/s | ETA: 15s
